CON_ID,POLLING_BOOTH_ID,NAME,LAT,LON,ADDRESS
1,1,"Municipal High School, Gandhi Nagar - Booth No. 1",32.44283436449269,1.9591348304278098,"Municipal High School, Gandhi Nagar, East Constituency"
1,2,"Zilla Parishad School, MG Road - Booth No. 2",29.60560257475237,7.137436541638763,"Zilla Parishad School, MG Road, East Constituency"
1,3,"Municipal High School, Hospital Road - Booth No. 3",18.45907961123058,0.23837775550456275,"Municipal High School, Hospital Road, East Constituency"
1,4,"Panchayat Bhawan, Market Street - Booth No. 4",22.109293854522104,0.212287757470909,"Panchayat Bhawan, Market Street, East Constituency"
1,5,"Panchayat Bhawan, School Area - Booth No. 5",18.35399216707257,3.593672370270829,"Panchayat Bhawan, School Area, East Constituency"
1,6,"Community Hall, Gandhi Nagar - Booth No. 6",33.19782231192732,1.277274531015121,"Community Hall, Gandhi Nagar, East Constituency"
1,7,"Town Hall, Ambedkar Chowk - Booth No. 7",12.156871198134331,1.7225100968607103,"Town Hall, Ambedkar Chowk, East Constituency"
1,8,"Government Girls High School, MG Road - Booth No. 8",4.057630647881471,0.7737310146677121,"Government Girls High School, MG Road, East Constituency"
1,9,"Government Girls High School, Hospital Road - Booth No. 9",11.572787940963071,0.3476035433847775,"Government Girls High School, Hospital Road, East Constituency"
1,10,"Library Building, School Area - Booth No. 10",5.461144624827909,7.378362976225279,"Library Building, School Area, East Constituency"
1,11,"Municipal High School, School Area - Booth No. 11",12.826549811560314,5.029118395955547,"Municipal High School, School Area, East Constituency"
1,12,"Government Girls High School, Hospital Road - Booth No. 12",8.41262582372887,0.5564411905899274,"Government Girls High School, Hospital Road, East Constituency"
1,13,"Panchayat Bhawan, Lakshmi Colony - Booth No. 13",43.10344152890815,6.842541768121175,"Panchayat Bhawan, Lakshmi Colony, East Constituency"
1,14,"Municipal High School, Temple Road - Booth No. 14",12.16134513606653,5.0854755541152015,"Municipal High School, Temple Road, East Constituency"
1,15,"Government Girls High School, Station Area - Booth No. 15",16.195417311363617,1.6760562461719015,"Government Girls High School, Station Area, East Constituency"
1,16,"Community Hall, MG Road - Booth No. 16",26.649481497930733,1.369109185584776,"Community Hall, MG Road, East Constituency"
1,17,"Panchayat Bhawan, Station Area - Booth No. 17",20.223884268486316,2.159582614274224,"Panchayat Bhawan, Station Area, East Constituency"
1,18,"Anganwadi Centre, Market Street - Booth No. 18",29.951873480807013,6.742815361518477,"Anganwadi Centre, Market Street, East Constituency"
1,19,"Government Primary School, Market Street - Booth No. 19",35.95386348779786,6.440366406169715,"Government Primary School, Market Street, East Constituency"
1,20,"Town Hall, Lakshmi Colony - Booth No. 20",2.8957514780051916,7.30508899348436,"Town Hall, Lakshmi Colony, East Constituency"
1,21,"Temple Hall, Ambedkar Chowk - Booth No. 21",9.302411302368652,3.9938500759382185,"Temple Hall, Ambedkar Chowk, East Constituency"
1,22,"Library Building, Station Area - Booth No. 22",11.588507284289795,1.9730200615518676,"Library Building, Station Area, East Constituency"
1,23,"Anganwadi Centre, School Area - Booth No. 23",11.494945372878417,4.676687921788324,"Anganwadi Centre, School Area, East Constituency"
1,24,"Temple Hall, Temple Road - Booth No. 24",15.837344412470479,7.978606223913288,"Temple Hall, Temple Road, East Constituency"
1,25,"Zilla Parishad School, School Area - Booth No. 25",21.591317776421356,6.046257260269902,"Zilla Parishad School, School Area, East Constituency"
1,26,"Municipal High School, Station Area - Booth No. 26",27.45076432451019,6.336634914903713,"Municipal High School, Station Area, East Constituency"
1,27,"Town Hall, Hospital Road - Booth No. 27",2.7793371441481245,3.052954292052294,"Town Hall, Hospital Road, East Constituency"
1,28,"Library Building, School Area - Booth No. 28",10.999367749204326,4.4258071697223,"Library Building, School Area, East Constituency"
1,29,"Government Primary School, MG Road - Booth No. 29",29.824828644912646,4.295762643270361,"Government Primary School, MG Road, East Constituency"
1,30,"Community Hall, Ambedkar Chowk - Booth No. 30",4.880407594819594,3.47812200535284,"Community Hall, Ambedkar Chowk, East Constituency"
1,31,"Library Building, Gandhi Nagar - Booth No. 31",41.729446829047255,7.0068235230255524,"Library Building, Gandhi Nagar, East Constituency"
1,32,"Community Hall, School Area - Booth No. 32",33.335846208527826,4.061453396834602,"Community Hall, School Area, East Constituency"
1,33,"Municipal High School, Lakshmi Colony - Booth No. 33",36.82303398254543,4.061303055821074,"Municipal High School, Lakshmi Colony, East Constituency"
1,34,"Panchayat Bhawan, Station Area - Booth No. 34",16.358731050862723,1.292392286025227,"Panchayat Bhawan, Station Area, East Constituency"
1,35,"Anganwadi Centre, Gandhi Nagar - Booth No. 35",26.20382557013502,3.908845664231583,"Anganwadi Centre, Gandhi Nagar, East Constituency"
1,36,"Municipal High School, Ambedkar Chowk - Booth No. 36",38.44408215476431,6.6533242348894355,"Municipal High School, Ambedkar Chowk, East Constituency"
1,37,"Community Hall, Market Street - Booth No. 37",2.5342260341207052,7.024076793632324,"Community Hall, Market Street, East Constituency"
1,38,"Municipal High School, MG Road - Booth No. 38",32.02095727445246,6.528186027360708,"Municipal High School, MG Road, East Constituency"
1,39,"Anganwadi Centre, Station Area - Booth No. 39",5.617126571864622,3.8022590247898505,"Anganwadi Centre, Station Area, East Constituency"
1,40,"Anganwadi Centre, Station Area - Booth No. 40",11.596227516127586,6.9794643286820595,"Anganwadi Centre, Station Area, East Constituency"
1,41,"Town Hall, Market Street - Booth No. 41",40.639965318845235,6.042121573086444,"Town Hall, Market Street, East Constituency"
1,42,"Panchayat Bhawan, Lakshmi Colony - Booth No. 42",17.455913124887523,5.3734956771062645,"Panchayat Bhawan, Lakshmi Colony, East Constituency"
1,43,"Government Girls High School, Park View - Booth No. 43",39.358116203128866,3.611889131129038,"Government Girls High School, Park View, East Constituency"
1,44,"Panchayat Bhawan, Market Street - Booth No. 44",2.80113296427759,0.16827408005647104,"Panchayat Bhawan, Market Street, East Constituency"
1,45,"Anganwadi Centre, Market Street - Booth No. 45",25.744255005452857,0.057526711880748316,"Anganwadi Centre, Market Street, East Constituency"
1,46,"Government Primary School, Market Street - Booth No. 46",2.948764354825953,0.2513036644241451,"Government Primary School, Market Street, East Constituency"
1,47,"Government Girls High School, MG Road - Booth No. 47",22.494330241625775,2.227818111716376,"Government Girls High School, MG Road, East Constituency"
1,48,"Library Building, Market Street - Booth No. 48",23.591484498520515,5.786820527047767,"Library Building, Market Street, East Constituency"
1,49,"Temple Hall, Hospital Road - Booth No. 49",20.679357401140994,6.276955394326027,"Temple Hall, Hospital Road, East Constituency"
1,50,"Town Hall, Market Street - Booth No. 50",4.126753596519847,5.2718619961173045,"Town Hall, Market Street, East Constituency"
1,51,"Government Girls High School, Temple Road - Booth No. 51",17.98572457717604,6.910693986956826,"Government Girls High School, Temple Road, East Constituency"
1,52,"Government Primary School, MG Road - Booth No. 52",2.651804490869347,5.825708707529461,"Government Primary School, MG Road, East Constituency"
1,53,"Municipal High School, Market Street - Booth No. 53",8.382065656197364,4.290286031282755,"Municipal High School, Market Street, East Constituency"
1,54,"Zilla Parishad School, Temple Road - Booth No. 54",8.027601565691455,3.701024547207739,"Zilla Parishad School, Temple Road, East Constituency"
1,55,"Municipal High School, Park View - Booth No. 55",35.35097320701199,6.847735139746982,"Municipal High School, Park View, East Constituency"
1,56,"Municipal High School, Gandhi Nagar - Booth No. 56",28.53133911243534,4.32470350480244,"Municipal High School, Gandhi Nagar, East Constituency"
